,smile,pld,name,npz
2004,[Cd].[O-]C(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)[O-])c(c(c1C)COc1ccc(cc1)C(=O)[O-])C,3.53633,VAXTEV_clean,voxels_50/VAXTEV_clean-(id_10264).npz
2005,[Cd].[O-]C(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)[O-])c(c(c1C)COc1ccc(cc1)C(=O)[O-])C.c1ccc2c(c1)N=C[N]2,5.33991,FALDAA_clean,voxels_50/FALDAA_clean-(id_7135).npz
2006,[Cd].[O-]C(=O)c1ccc(cc1)OCc1ccccc1COc1ccc(cc1)C(=O)[O-],3.51,QULLEP_clean,voxels_50/QULLEP_clean-(id_5646).npz
2007,[Cd].[O-]C(=O)c1ccc(cc1)O[P]1(Oc2ccc(cc2)C(=O)[O-])[N][P](Oc2ccc(cc2)C(=O)[O-])(Oc2ccc(cc2)C(=O)[O-])[N][P]([N]1)(Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],6.63,LENGAO_clean,voxels_50/LENGAO_clean-(id_8813).npz
2008,[Cd].[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-],4.30818,ic402058f_si_003_clean,voxels_50/ic402058f_si_003_clean-(id_5047).npz
2012,[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],4.23928,YILJUA_clean,voxels_50/YILJUA_clean-(id_1552).npz
2013,[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,3.54882,JADMIN_clean,voxels_50/JADMIN_clean-(id_9429).npz
2014,[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,6.43314,JORLEJ_clean,voxels_50/JORLEJ_clean-(id_8968).npz
2015,[Cd].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,7.18,PELQII_clean,voxels_50/PELQII_clean-(id_10518).npz
2016,[Cd].[O-]C(=O)c1ccc(cc1)[CH]OC(O[CH]c1ccc(cc1)C(=O)[O-])(O[CH]c1ccc(cc1)C(=O)[O-])O[CH]c1ccc(cc1)C(=O)[O-],5.84497,FAKNIR_clean,voxels_50/FAKNIR_clean-(id_9681).npz
2017,[Cd].[O-]C(=O)c1ccc(cc1)[C]1Nc2c(N1)c1cc(cc3c1c1c2cc(cc1c1c3N[C](N1)c1ccc(cc1)C(=O)[O-])C(C)(C)C)C(C)(C)C,4.43044,SUFBAY_clean,voxels_50/SUFBAY_clean-(id_3540).npz
2018,[Cd].[O-]C(=O)c1ccc(cc1)[C]=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],7.3,REHHOD_clean,voxels_50/REHHOD_clean-(id_1640).npz
2019,[Cd].[O-]C(=O)c1ccc(cc1)[N][N]c1cc(cc(c1)C(=O)[O-])C(=O)[O-],8,PENNAZ_clean,voxels_50/PENNAZ_clean-(id_8278).npz
2020,[Cd].[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4.136095,ENISOK_clean,voxels_50/ENISOK_clean-(id_11027).npz
2026,[Cd].[O-]C(=O)c1ccc(cc1)c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-],3.15137,AHOZAA_clean,voxels_50/AHOZAA_clean-(id_2984).npz
2027,[Cd].[O-]C(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)[O-],4.61,XEQRAO_clean,voxels_50/XEQRAO_clean-(id_13933).npz
2028,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.137705,QEKLID_clean,voxels_50/QEKLID_clean-(id_3147).npz
2034,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],4.753333333,DAPYAW_clean,voxels_50/DAPYAW_clean-(id_7986).npz
2037,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.82408,DAGJED_clean,voxels_50/DAGJED_clean-(id_3583).npz
2038,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,4.51348,FOFTUR_clean,voxels_50/FOFTUR_clean-(id_614).npz
2039,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,4.44534,FOFTIF_clean,voxels_50/FOFTIF_clean-(id_2410).npz
2040,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,7.189215,AQIQAU_clean,voxels_50/AQIQAU_clean-(id_12480).npz
2042,[Cd].[O-]C(=O)c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1,4.04,HEKTAU_clean,voxels_50/HEKTAU_clean-(id_11675).npz
2043,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],18.7295,XIGFOJ_manual,voxels_50/XIGFOJ_manual-(id_8093).npz
2044,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]c1cccc2c1nc(C=Cc1cccnc1)cc2,5.94328,USAWIW_clean,voxels_50/USAWIW_clean-(id_4424).npz
2045,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]c1cccc2c1nc(C=Cc1ccncc1)cc2,4.30482,GUNZIA_clean,voxels_50/GUNZIA_clean-(id_10454).npz
2046,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1cc(cc(c1)c1nnc([nH]1)c1ccncc1)c1nnc([nH]1)c1ccncc1,4.23353,HOVGIK_clean,voxels_50/HOVGIK_clean-(id_9783).npz
2047,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,3.94622,YIWBEN_clean,voxels_50/YIWBEN_clean-(id_1733).npz
2048,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,13.7822,LOXKAM_clean,voxels_50/LOXKAM_clean-(id_1734).npz
2049,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1,3.09,AXOHIE_clean,voxels_50/AXOHIE_clean-(id_12426).npz
2050,[Cd].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.04039,NOLRIR_clean,voxels_50/NOLRIR_clean-(id_1886).npz
2051,[Cd].[O-]C(=O)c1ccc(cc1)c1cccc(c1)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccncc1)c1ccc(cc1)c1ccncc1,3.69297,XUMNEA_clean,voxels_50/XUMNEA_clean-(id_8411).npz
2052,[Cd].[O-]C(=O)c1ccc(cc1)c1ccncc1,4.28149,ECIWIW_clean,voxels_50/ECIWIW_clean-(id_6051).npz
2053,[Cd].[O-]C(=O)c1ccc(cc1)c1ccncc1.[O-]C(=O)c1cccc(c1)c1ccncc1,3.599386667,IGUTUB_clean,voxels_50/IGUTUB_clean-(id_5565).npz
2056,[Cd].[O-]C(=O)c1ccc(cc1)c1cnc[nH]1,3.60982,POSGEL_clean,voxels_50/POSGEL_clean-(id_7976).npz
2059,[Cd].[O-]C(=O)c1ccc(cc1)n1c(C)nnc1C,3.0834,PUFXUL_clean,voxels_50/PUFXUL_clean-(id_7133).npz
2060,[Cd].[O-]C(=O)c1ccc(cc1)n1cncc1,3.5675,NUYWEK_clean,voxels_50/NUYWEK_clean-(id_1729).npz
2064,[Cd].[O-]C(=O)c1ccc(cc1)n1ncnc1.[OH],7.62206,YIXZEM_clean,voxels_50/YIXZEM_clean-(id_6829).npz
2065,[Cd].[O-]C(=O)c1ccc(cc1c1ccc(cc1)C(=O)[O-])C(=O)[O-],3.93383,FONKEA_clean,voxels_50/FONKEA_clean-(id_2074).npz
2066,[Cd].[O-]C(=O)c1ccc(cc1c1ccc(cc1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],6.40725,JUYJIY_clean,voxels_50/JUYJIY_clean-(id_11519).npz
2067,[Cd].[O-]C(=O)c1ccc(nc1)SSc1ccc(cn1)C(=O)[O-],3.61073,VAJVEJ_clean,voxels_50/VAJVEJ_clean-(id_11967).npz
2068,[Cd].[O-]C(=O)c1ccc(o1)C(=O)[O-],3.285715,XOPLUL_clean,voxels_50/XOPLUL_clean-(id_13797).npz
2070,[Cd].[O-]C(=O)c1ccc(s1)C(=O)[O-].c1ncn(c1)Cn1cncc1,4.56878,YUYBIF_clean,voxels_50/YUYBIF_clean-(id_4741).npz
2071,[Cd].[O-]C(=O)c1ccc2c(c1)c1ccc(cc1c1c2cc(cc1)C(=O)[O-])C(=O)[O-],7.060375,NENHAQ_clean,voxels_50/NENHAQ_clean-(id_7546).npz
2073,[Cd].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],3.982205,EZULAO_clean,voxels_50/EZULAO_clean-(id_3545).npz
2075,[Cd].[O-]C(=O)c1ccc2c(c1)ccc(c2)c1cc(cc(c1)c1ccc2c(c1)ccc(c2)C(=O)[O-])c1ccc2c(c1)ccc(c2)C(=O)[O-],5.31,XEDGIY_clean,voxels_50/XEDGIY_clean-(id_10637).npz
2076,[Cd].[O-]C(=O)c1ccc2c3c1c(ccc3C(=O)N(C2=O)c1ccncc1)C(=O)[O-],7.40132,XEXLET_clean,voxels_50/XEXLET_clean-(id_14271).npz
2077,[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],3.32057,FIJDEI_clean,voxels_50/FIJDEI_clean-(id_10023).npz
2078,[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-].c1ccc(cn1)c1nc2c([nH]1)c1cccnc1c1c2cccn1,3.82,TUDQOZ_clean,voxels_50/TUDQOZ_clean-(id_2021).npz
2079,[Cd].[O-]C(=O)c1cccc(c1)C1=NN=N[N]1,3.67,PELXIP_clean,voxels_50/PELXIP_clean-(id_6262).npz
2080,[Cd].[O-]C(=O)c1cccc(c1)N=Nc1cccc(c1)C(=O)[O-].[O-]C(=O)c1cccc(c1)[N][N]c1cccc(c1)C(=O)[O-],4.14,RINPEJ_charged,voxels_50/RINPEJ_charged-(id_7326).npz
2081,[Cd].[O-]C(=O)c1cccc(c1)OCC(COc1cccc(c1)C(=O)[O-])(COc1cccc(c1)C(=O)[O-])COc1cccc(c1)C(=O)[O-],3.28798,JOPWUI_clean,voxels_50/JOPWUI_clean-(id_6638).npz
2082,[Cd].[O-]C(=O)c1cccc(c1)[Si](c1cccc(c1)C(=O)[O-])(c1cccc(c1)C(=O)[O-])c1cccc(c1)C(=O)[O-],3.8157,LEWMUX_clean,voxels_50/LEWMUX_clean-(id_13690).npz
2083,[Cd].[O-]C(=O)c1cccc(c1)c1cncc(c1)c1cccc(c1)C(=O)[O-],4.03318,SIVWUR_clean,voxels_50/SIVWUR_clean-(id_10905).npz
2084,[Cd].[O-]C(=O)c1cccc(c1c1c(cccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],6.36836,QATXIU_clean,voxels_50/QATXIU_clean-(id_11590).npz
2085,[Cd].[O-]C(=O)c1ccccc1SSc1ccccc1C(=O)[O-],4.64204,ONUQOE_clean,voxels_50/ONUQOE_clean-(id_6832).npz
2086,[Cd].[O-]C(=O)c1ccccc1[N][N]c1ccccc1C(=O)[O-],3.14481,SIRZUQ_clean,voxels_50/SIRZUQ_clean-(id_6418).npz
2087,[Cd].[O-]C(=O)c1ccccc1[N][N]c1ccccc1C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,2.61753,TODVOZ_clean,voxels_50/TODVOZ_clean-(id_8929).npz
2088,[Cd].[O-]C(=O)c1ccccc1c1ccccc1C(=O)[O-].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,5.9183,ASOYOY_clean,voxels_50/ASOYOY_clean-(id_6830).npz
2089,[Cd].[O-]C(=O)c1cccnc1.n1ccc(cc1)c1ccncc1,4.66,XUGWUS_clean,voxels_50/XUGWUS_clean-(id_20).npz
2090,[Cd].[O-]C(=O)c1ccncc1,3.854674545,GIMSUS_clean,voxels_50/GIMSUS_clean-(id_5568).npz
2101,[Cd].[O-]C(=O)c1ccncc1.[O]S(=O)(=O)[O],5.82598,GIMSIG_clean,voxels_50/GIMSIG_clean-(id_3929).npz
2103,[Cd].[O-]C(=O)c1cnccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,4.03046,IROROY_clean,voxels_50/IROROY_clean-(id_15256).npz
2106,[Cd].[O-]C(=O)c1nc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],3.82,KUQXIE_clean,voxels_50/KUQXIE_clean-(id_15274).npz
2107,[Cd].[O-]C(=O)c1nccc(c1)c1ccnc(c1)C(=O)[O-],6.49,QATHOK_clean,voxels_50/QATHOK_clean-(id_10843).npz
2108,[Cd].[O-]C(=O)c1ncccc1C(=O)[O-],3.03,BONNIC_clean,voxels_50/BONNIC_clean-(id_9786).npz
2109,[Cd].[O-]C(=O)c1ncccc1C(=O)[O-].n1ccc(cc1)c1ccncc1,3.01795,GUBSED_clean,voxels_50/GUBSED_clean-(id_2285).npz
2110,[Cd].[O-]C(=O)c1ncccn1,5.37,GIXGOK_clean,voxels_50/GIXGOK_clean-(id_9734).npz
2112,[Cd].[O-]C(=O)c1nccnc1C(=O)[O-].n1ccc(cc1)[N][N]c1ccncc1,3.62,EBEMEE_clean,voxels_50/EBEMEE_clean-(id_1716).npz
2113,[Cd].[O-]C(=O)c1oc(cc(=O)c1)C(=O)[O-],2.72,CICYIX_clean,voxels_50/CICYIX_clean-(id_4290).npz
2114,[Cd].[O-]C=O.n1ccc(cc1)N[P]1(Nc2ccncc2)[N][P](Nc2ccncc2)(Nc2ccncc2)[N][P]([N][P]([N]1)(Nc1ccncc1)Nc1ccncc1)(Nc1ccncc1)Nc1ccncc1,4.18,SEMFIB_charged,voxels_50/SEMFIB_charged-(id_11741).npz
2115,[Cd].[O-][n+]1cccc(c1c1[n+]([O-])cccc1C(=O)[O-])C(=O)[O-].n1ccc(cc1)C=Cc1ccncc1,3.43151,FOVPUD_clean,voxels_50/FOVPUD_clean-(id_6132).npz
2116,[Cd].[O-][n+]1cccc(c1c1[n+]([O-])cccc1C(=O)[O-])C(=O)[O-].n1ccc(cc1)CCc1ccncc1,3.51663,FOVPOX_clean,voxels_50/FOVPOX_clean-(id_5719).npz
2117,[Cd].[O]N(N(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],3.43562,AVEVEE_clean,voxels_50/AVEVEE_clean-(id_12070).npz
2118,[Cd].[O]N1[CH]C=C(C=C1)C(=O)[O-],2.98,QUGNOV_clean,voxels_50/QUGNOV_clean-(id_14579).npz
2119,[Cd].[O]S(=O)(=O)[O].n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,5.07662,GISZUF_clean,voxels_50/GISZUF_clean-(id_3459).npz
2120,[Cd].[O]S(=O)(=O)[O].n1ccc(cc1)N(c1ccncc1)c1ccc(cc1)C#CC#Cc1ccc(cc1)N(c1ccncc1)c1ccncc1,3.29,LAZLEF_clean,voxels_50/LAZLEF_clean-(id_7318).npz
2121,[Cd].[O]S(=O)(=O)[O].n1ccc(cc1)c1ccncc1,2.84,COXQUB_clean,voxels_50/COXQUB_clean-(id_6186).npz
2122,[Cd].[O]S(=O)(=O)[O].n1cnn(c1)Cc1cc(cc(c1)Cn1ncnc1)Cn1ncnc1,2.8,GUJVIR_clean,voxels_50/GUJVIR_clean-(id_5588).npz
2123,[Cd].[O]S(c1cc(ccc1c1cc(nc(c1)c1cccnc1)c1cccnc1)S([O])([O])[O])([O])[O],2.87653,DUWFAE_clean,voxels_50/DUWFAE_clean-(id_6582).npz
2124,[Cd].[O][As](O)[O].[O][As]([O])O,2.68,EQIWAD_clean,voxels_50/EQIWAD_clean-(id_13699).npz
2125,[Cd].[O][C]1[C][C](O[C]1[C]OP(=O)([O])[O])N1[C]=[C]C(=NC1=O)[N],4.21,COBWEV_clean,voxels_50/COBWEV_clean-(id_683).npz
2126,[Cd].[O]c1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c([O])cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-],6.47099,ja302110d_si_001_clean,voxels_50/ja302110d_si_001_clean-(id_4496).npz
2127,[Cd].[S]C#N,2.89,UHADAI_clean,voxels_50/UHADAI_clean-(id_5644).npz
2128,[Cd].[S]C#N.c1ccc(cn1)COc1cccc(c1)[CH][N][N][CH]c1cccc(c1)OCc1cccnc1,3.75,PAPXUB_clean,voxels_50/PAPXUB_clean-(id_369).npz
2129,[Cd].[S]C#N.n1ccc(cc1)c1nnc(o1)c1ccncc1,3.57,UHAXUW_clean,voxels_50/UHAXUW_clean-(id_3692).npz
2130,[Cd].[S]C#N.n1ccc(cc1)c1nnc(s1)c1ccncc1,3.43,ERUFUS_clean,voxels_50/ERUFUS_clean-(id_7029).npz
2131,[Cd].[S]c1ccc(cc1)[S],3.92558,PUYZUF_clean,voxels_50/PUYZUF_clean-(id_3395).npz
2132,[Cd].[S]c1ccccc1.n1ccc(cc1)c1cc(c2ccncc2)c(cc1c1ccncc1)c1ccncc1,8.51622,EGIFUV_clean,voxels_50/EGIFUV_clean-(id_4985).npz
2133,[Cd].c1cc(nc(c1)n1cnnc1)n1cnnc1,3.592075,CETNUL_clean,voxels_50/CETNUL_clean-(id_14817).npz
2135,[Cd].c1ccc(cc1)[N][N]c1nccn1Cn1ccnc1[N][N]c1ccccc1,3.24561,EFOGOX_clean,voxels_50/EFOGOX_clean-(id_10515).npz
2136,[Cd].c1ccc(cn1)NCc1ccc(cc1)CNc1cccnc1,2.80007,ISUFOS_clean,voxels_50/ISUFOS_clean-(id_2782).npz
2137,[Cd].c1ccc2c(c1)n(cn2)c1ccc(cc1)n1cnc2c1cccc2,3.15,HUZFIS_charged,voxels_50/HUZFIS_charged-(id_336).npz
2138,[Cd].c1ncn(c1)CC(Cn1cncc1)(Cn1cncc1)Cn1cncc1,2.76984,PUNCIL_clean,voxels_50/PUNCIL_clean-(id_12748).npz
2139,[Cd].c1ncn(c1)CCn1cncc1,3.16501,QISJEJ_clean,voxels_50/QISJEJ_clean-(id_13562).npz
2140,[Cd].c1ncn(c1)Cc1c(Cn2cncc2)c(Cn2cncc2)c(c(c1Cn1cncc1)Cn1cncc1)Cn1cncc1,3.16,NICZAA01_charged,voxels_50/NICZAA01_charged-(id_4956).npz
2141,[Cd].c1ncn(c1)Cc1cc(Cn2cncc2)c(cc1Cn1cncc1)Cn1cncc1,2.979823333,HORHAY_clean,voxels_50/HORHAY_clean-(id_3483).npz
2144,[Cd].c1ncn(c1)Cc1cc(cc(c1)Cn1cncc1)Cn1cncc1,3.26,FOXQIT_charged,voxels_50/FOXQIT_charged-(id_8982).npz
2146,[Cd].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,2.7,HUKQUZ_charged,voxels_50/HUKQUZ_charged-(id_15105).npz
2147,[Cd].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,3.771325,ZOXFEZ_clean,voxels_50/ZOXFEZ_clean-(id_7294).npz
2151,[Cd].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,5.79349,AWAGEL_clean,voxels_50/AWAGEL_clean-(id_9959).npz
2154,[Cd].c1ncn(c1)c1ccc(cc1)n1cncc1,3.75718,HUZFEO_clean,voxels_50/HUZFEO_clean-(id_9140).npz
2155,[Cd].n1cc([nH]c1)c1cc(cc(c1)c1[nH]cnc1)c1[nH]cnc1,4.04507,TIXCIO_clean,voxels_50/TIXCIO_clean-(id_14975).npz
2156,[Cd].n1ccc(cc1)C1=NN=N[N]1.n1ccc(cc1)C1=N[N]N=N1,7.52,GULWEQ_clean,voxels_50/GULWEQ_clean-(id_9270).npz
2157,[Cd].n1ccc(cc1)C1C(c2ccncc2)C(C1c1ccncc1)c1ccncc1,4.44214,UZOBAN_clean,voxels_50/UZOBAN_clean-(id_7544).npz
2158,[Cd].n1ccc(cc1)N(c1ccncc1)c1ccc(cc1)N(c1ccncc1)c1ccncc1,5.9406,DELGEI_manual,voxels_50/DELGEI_manual-(id_11308).npz
2159,[Cd].n1ccc(cc1)Nc1ccncc1,2.90509,HEXNOO_clean,voxels_50/HEXNOO_clean-(id_12584).npz
2160,[Cd].n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,4.59,VEWXAY_clean,voxels_50/VEWXAY_clean-(id_7087).npz
2161,[Cd].n1ccc(cc1)Sc1ccncc1,4.31031,GUKFEY_clean,voxels_50/GUKFEY_clean-(id_3898).npz
2162,[Cd].n1ncn(c1)C12CC3CC(C1)CC(C2)(C3)n1cnnc1,2.6,ILUFEB_charged,voxels_50/ILUFEB_charged-(id_6535).npz
2163,[Cd].n1ncn(c1)C12CN3CC(C2)(CC(C1)(C3)n1cnnc1)n1cnnc1,6.82,KEHGAH_charged,voxels_50/KEHGAH_charged-(id_4869).npz
2164,[Cd].n1ncn(c1)CCn1cnnc1,2.78003,FOQTEL_clean,voxels_50/FOQTEL_clean-(id_10514).npz
2165,[Cd].n1ncn(c1)c1ccc(cc1)CCc1ccc(cc1)n1cnnc1,3.19,VAXVEX_charged,voxels_50/VAXVEX_charged-(id_3649).npz
2166,[Cd].n1ncn(c1)n1cnnc1,2.992153333,KOMGID_clean,voxels_50/KOMGID_clean-(id_10373).npz
2169,[Ce].[Co].[O-]C(=O)c1ccnc(c1)c1nccc(c1)C(=O)[O-],5.14931,ic5021302_si_002_clean,voxels_50/ic5021302_si_002_clean-(id_9764).npz
2170,[Ce].[Co].[O-]C(=O)c1nccnc1C(=O)[O-],2.99,TEYLIU_clean,voxels_50/TEYLIU_clean-(id_14009).npz
2171,[Ce].[Cu].[O-]C(=O)C(=O)[O-].[O-]C(=O)c1ccncc1,2.48,NIMTEJ_clean,voxels_50/NIMTEJ_clean-(id_279).npz
2172,[Ce].[Cu].[O-]C(=O)C(C(=O)[O-])([O])[O],8.76011,RUHFIL_clean,voxels_50/RUHFIL_clean-(id_8099).npz
2173,[Ce].[Cu].[O-]C(=O)CNCC(=O)[O-],5.09,HAMREU_clean,voxels_50/HAMREU_clean-(id_7667).npz
2174,[Ce].[Cu].[O-]C(=O)COCC(=O)[O-],7.46863,OBUBOC_manual,voxels_50/OBUBOC_manual-(id_5577).npz
2175,[Ce].[Cu].[O-]C(=O)c1c(cccc1C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccncc1,2.62,LAZPOT_clean,voxels_50/LAZPOT_clean-(id_13520).npz
2176,[Ce].[Cu].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],3.943435,VIWKOD_clean,voxels_50/VIWKOD_clean-(id_9029).npz
2178,[Ce].[Cu].[O-]C(=O)c1nccnc1C(=O)[O-],2.98599,POKVUI_clean,voxels_50/POKVUI_clean-(id_11587).npz
2179,[Ce].[Cu].[O].[O][Si]([O])([O])[O].[W].n1cc(cc(c1)n1cncc1)n1cncc1,2.60201,POWBIO_clean,voxels_50/POWBIO_clean-(id_9719).npz
2180,[Ce].[Mn].[O-]C(=O)COCC(=O)[O-],2.5468,SAPHUP_clean,voxels_50/SAPHUP_clean-(id_4421).npz
2181,[Ce].[Mn].[O-][n+]1ccc(cc1)c1cc[n+](cc1)[O-].[O].[O]N1[CH]C=C(C=C1)c1cc[n+](cc1)[O-].[O]P(=O)([O])[O].[W],5.57011,NIHVUX_clean,voxels_50/NIHVUX_clean-(id_10382).npz
2184,[Ce][OH3][Ce].[Cu].[O-]C(=O)COCC(=O)[O-],7.4886,FIRZOX_clean,voxels_50/FIRZOX_clean-(id_823).npz
2185,[Cl].[Cu].[O-]C(=O)C1OC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-].[OH],2.63,TIVFAG_clean,voxels_50/TIVFAG_clean-(id_7725).npz
2187,[Cl].[Cu].[O-]C(=O)C1OC(C(C1C(=O)[O-])C(=O)[O-])C(=O)[O-].[OH].[O],2.56,TIQGIK_clean,voxels_50/TIQGIK_clean-(id_6264).npz
2188,[Cl].[Cu].[O-]C(=O)c1ccc(cc1)n1cnnc1.[O],4.15013,KUKPOX_clean,voxels_50/KUKPOX_clean-(id_7149).npz
2189,[Co].[Cr].[O].n1ccc(cc1)C=Cc1ccncc1,3.43,YEZKEV_clean,voxels_50/YEZKEV_clean-(id_7227).npz
2190,[Co].[Cu].[K][Co].[O].[O][Si]([O])([O])[O].[W].c1ncn(c1)c1ccc(cc1)n1cncc1,3.41494,PURNIB_clean,voxels_50/PURNIB_clean-(id_7358).npz
2191,[Co].[Cu].[N][N][N].[O-]C(=O)c1ccncc1,2.6804,IYUROK_clean,voxels_50/IYUROK_clean-(id_7081).npz
2192,[Co].[Cu].[O-]C(=O)C(C(=O)[O-])(O)[O].[O-]C(=O)C(C(=O)[O-])([O])O,10.3106,LASRIJ_clean,voxels_50/LASRIJ_clean-(id_7366).npz
2193,[Co].[Cu][Cu].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],9.64,UKIQOV_clean,voxels_50/UKIQOV_clean-(id_1774).npz
2194,[Co].[Hg].[S]C#N,3.69,FEFZOF_clean,voxels_50/FEFZOF_clean-(id_11509).npz
2196,[Co].[In][O]([In])[In].[N]1=CN=NC=1.[O-]C(=O)c1c([O])c([O])c(c(c1[O])[O])C(=O)[O-],2.73318,HAKTOF_clean,voxels_50/HAKTOF_clean-(id_2554).npz
2197,[Co].[In][O]([In])[In].[N]1=CN=NC=1.[O-]C(=O)c1ccc(cc1)C(=O)[O-],3.27029,HAKTAR_clean,voxels_50/HAKTAR_clean-(id_10066).npz
2198,[Co].[La].[O-]C(=O)C(C[S])N,3.19638,UJECUI_clean,voxels_50/UJECUI_clean-(id_12388).npz
2199,[Co].[La].[O-]C(=O)COCC(=O)[O-],7.52,WEZCIO_clean,voxels_50/WEZCIO_clean-(id_8380).npz
2200,[Co].[La].[O-]C(=O)c1cccnc1c1ncccc1C(=O)[O-],5.75,MIFROK_clean,voxels_50/MIFROK_clean-(id_4172).npz
